Plot,Name
074-07-0020,Ulmus alata
074-07-0020,Ulmus americana var. americana
074-07-0020,Vaccinium elliottii
074-07-0020,Viburnum rafinesqueanum
074-07-0020,Muscadinia rotundifolia var. rotundifolia
074-07-0020,Lorinseria areolata
074-07-0020,Mitchella repens
074-07-0020,Quercus shumardii
074-07-0020,Carpinus caroliniana
074-07-0020,Galium tinctorium
074-07-0020,Acer rubrum
074-07-0020,Viola
082-01-1100,Parthenocissus quinquefolia
082-01-1100,Prunus serotina var. serotina
082-01-1100,Muscadinia rotundifolia var. rotundifolia
082-01-1100,Crataegus intricata
082-01-1100,Fraxinus [americana + biltmoreana + smallii]
082-01-1100,Lespedeza procumbens
082-01-1100,Celtis [occidentalis + pumila]
082-01-1100,Danthonia spicata
082-01-1100,Carya glabra
082-01-1100,Vaccinium arboreum
082-01-1100,Viburnum rufidulum
082-01-1100,Scleria oligantha
082-01-1100,Quercus nigra
082-01-1100,Quercus rubra var. rubra
082-01-1100,Euonymus americanus
082-01-1100,Juniperus virginiana
082-01-1100,Galium circaezans
082-01-1100,Carex pensylvanica
082-01-1100,Cercis canadensis
082-01-1100,Quercus stellata
082-01-1100,Ilex opaca
082-01-1100,Ulmus alata
082-01-1100,Callicarpa americana
082-01-1100,Diospyros virginiana
082-01-1100,Oxalis stricta
082-01-1100,Carpinus caroliniana
082-01-1100,Polystichum acrostichoides
082-01-1100,Carya ovata
082-01-1100,Lonicera japonica
082-01-1100,Benthamidia florida
082-01-1100,Asplenium platyneuron
082-01-1100,Dichanthelium commutatum ssp. ashei
082-01-1100,Liquidambar styraciflua
082-01-1100,Ilex decidua
082-01-1100,Chasmanthium laxum
082-01-1100,Morus rubra
082-01-1100,Desmodium rotundifolium
082-01-1100,Dichanthelium boscii
082-01-1100,Euphorbia mercurialina
082-01-1100,Dichanthelium dichotomum var. dichotomum
082-01-1100,Nephroia carolina
082-01-1100,Ligustrum sinense
082-01-1100,Smilax rotundifolia
082-01-1100,Solidago
082-01-1100,Smilax bona-nox var. bona-nox
082-01-1100,Dichanthelium laxiflorum
082-01-1100,Quercus alba
082-01-1107,Smilax rotundifolia
082-01-1107,Ulmus rubra
082-01-1107,Polystichum acrostichoides
082-01-1107,Phryma leptostachya
082-01-1107,Hexastylis arifolia
082-01-1107,Lonicera japonica
082-01-1107,Brachyelytrum erectum
082-01-1107,Euonymus americanus
082-01-1107,Asimina triloba
082-01-1107,Agrimonia rostellata
082-01-1107,Lindera benzoin
082-01-1107,Geum canadense
082-01-1107,Carex planispicata
082-01-1107,Bignonia capreolata
082-01-1107,Parthenocissus quinquefolia
082-01-1107,Tradescantia subaspera
082-01-1107,Amphicarpaea bracteata
082-01-1107,Sanguinaria canadensis
082-01-1107,Fraxinus [americana + biltmoreana + smallii]
082-01-1107,Botrypus virginianus
082-01-1107,Celtis [laevigata + smallii]
082-01-1107,Arisaema [pusillum + quinatum + triphyllum]
082-01-1107,Nabalus
082-01-1107,Liriodendron tulipifera var. tulipifera
082-01-1107,Carya ovata
082-01-1107,Aesculus sylvatica
082-01-1107,Benthamidia florida
082-01-1107,Hexastylis minor
082-01-1107,Liquidambar styraciflua
082-01-1107,Hamamelis virginiana var. virginiana
082-01-1107,Solidago [arguta + vaseyi]
082-01-1107,Asplenium platyneuron
082-01-1107,Prunus serotina var. serotina
082-01-1107,Endodeca serpentaria
082-01-1107,Cercis canadensis
082-01-1107,Morus rubra
082-01-1107,Acer negundo var. negundo
082-01-1107,Quercus muehlenbergii
082-01-1107,Ulmus alata
082-01-1107,Smilax pulverulenta
082-01-1107,duplicate-filter-out
082-01-1107,Toxicodendron radicans var. radicans
082-01-1107,Vitis baileyana
082-01-1107,Carya glabra
082-01-1107,Carpinus caroliniana
082-01-1107,Cyperaceae
082-01-1107,Ligustrum sinense
082-01-1107,Passiflora lutea
082-01-1107,Hepatica americana
082-01-1107,Ilex opaca
082-01-1107,Viburnum dentatum
082-01-1107,Salvia lyrata
082-01-1107,Viola
082-01-1107,Acer rubrum var. rubrum
082-01-1107,Packera aurea
082-01-1107,Carya cordiformis
082-01-1107,Quercus shumardii
082-01-1107,Viburnum rufidulum
082-01-1107,Smilax smallii
082-01-1107,Festuca subverticillata
082-01-1107,Galium triflorum
082-03-1103,Bignonia capreolata
082-03-1103,Celtis [laevigata + smallii]
082-03-1103,Carya cordiformis
082-03-1103,Lonicera japonica
082-03-1103,Carpinus caroliniana
082-03-1103,Cercis canadensis
082-03-1103,Muscadinia rotundifolia var. rotundifolia
082-03-1103,Asplenium platyneuron
082-03-1103,Quercus velutina
082-03-1103,Asteraceae
082-03-1103,Quercus nigra
082-03-1103,Parthenocissus quinquefolia
082-03-1103,Euphorbia marginata
082-03-1103,Quercus rubra var. rubra
082-03-1103,Nyssa sylvatica
082-03-1103,Sanicula canadensis var. canadensis
082-03-1103,Oxalis violacea
082-03-1103,Smilax bona-nox var. bona-nox
082-03-1103,Ilex opaca
082-03-1103,Benthamidia florida
082-03-1103,Galium circaezans
082-03-1103,Toxicodendron radicans var. radicans
082-03-1103,Festuca subverticillata
082-03-1103,Dichanthelium boscii
082-03-1103,Quercus alba
082-03-1103,Carex
082-03-1103,Prunus serotina var. serotina
082-03-1103,Gelsemium sempervirens
082-03-1103,Liquidambar styraciflua
082-03-1103,Ailanthus altissima
082-03-1103,Dichanthelium commutatum
082-03-1103,Vaccinium arboreum
082-03-1103,Acer rubrum var. rubrum
082-03-1103,Smilax smallii
082-03-1103,Ulmus alata
082-03-1103,Danthonia spicata
082-03-1103,Morus rubra
082-03-1103,Carya glabra
082-03-1103,Rubus trivialis
082-03-1103,Fraxinus [americana + biltmoreana + smallii]
082-03-1103,Corydalis flavula
082-03-1103,Pterocaulon pycnostachyum
082-04-1100,Aesculus sylvatica
082-04-1100,Asplenium platyneuron
082-04-1100,Bignonia capreolata
082-04-1100,Campsis radicans
082-04-1100,Carya pallida
082-04-1100,Carex flaccosperma
082-04-1100,Carex
082-04-1100,Celtis [occidentalis + pumila]
082-04-1100,Cercis canadensis
082-04-1100,Sceptridium biternatum
082-04-1100,Benthamidia florida
082-04-1100,Dichanthelium boscii
082-04-1100,Euonymus americanus
082-04-1100,Euphorbia mercurialina
082-04-1100,Galium circaezans
082-04-1100,Gelsemium sempervirens
082-04-1100,Dichanthelium laxiflorum
082-04-1100,Danthonia spicata
082-04-1100,Liquidambar styraciflua
082-04-1100,Lonicera japonica
082-04-1100,Lonicera sempervirens
082-04-1100,Nyssa sylvatica
082-04-1100,Passiflora lutea
082-04-1100,Oxalis
082-04-1100,Nabalus altissimus
082-04-1100,Parthenocissus quinquefolia
082-04-1100,Prunus serotina var. serotina
082-04-1100,Polystichum acrostichoides
082-04-1100,Quercus muehlenbergii
082-04-1100,Quercus rubra var. rubra
082-04-1100,Quercus nigra
082-04-1100,Sassafras albidum
082-04-1100,Scutellaria ovata
082-04-1100,Smilax rotundifolia
082-04-1100,Smilax bona-nox var. bona-nox
082-04-1100,Styrax grandifolius
082-04-1100,Smilax glauca
082-04-1100,Ulmus alata
082-04-1100,Solidago
082-04-1100,Vaccinium arboreum
082-04-1100,Muscadinia rotundifolia var. rotundifolia
082-04-1100,Cyperaceae
082-04-1100,Dichanthelium dichotomum var. dichotomum
082-04-1100,Carex hirsutella
082-04-1100,Gamochaeta
082-04-1100,Callicarpa americana
082-04-1100,Pinus taeda
082-04-1100,Vaccinium corymbosum
082-04-1100,Viburnum prunifolium
082-04-1112,Acer negundo var. negundo
082-04-1112,Acer rubrum var. rubrum
082-04-1112,Arundinaria [gigantea + tecta]
082-04-1112,Bignonia capreolata
082-04-1112,Boehmeria cylindrica
082-04-1112,Asteraceae
082-04-1112,Carex typhina
082-04-1112,Carex bromoides ssp. bromoides
082-04-1112,Carex louisianica
082-04-1112,Carex albolutescens
082-04-1112,Carpinus caroliniana
082-04-1112,duplicate-filter-out
082-04-1112,Dichanthelium commutatum
082-04-1112,Dichanthelium dichotomum var. dichotomum
082-04-1112,Fraxinus pennsylvanica
082-04-1112,Commelina virginica
082-04-1112,Poaceae
082-04-1112,Erechtites hieraciifolius
082-04-1112,Galium obtusum var. filifolium
082-04-1112,Glyceria striata var. striata
082-04-1112,Crataegus viridis var. viridis
082-04-1112,Ilex decidua
082-04-1112,Impatiens [capensis + pallida]
082-04-1112,Bidens frondosa
082-04-1112,Gratiola virginiana
082-04-1112,Liquidambar styraciflua
082-04-1112,Lycopus virginicus
082-04-1112,Parthenocissus quinquefolia
082-04-1112,Poa autumnalis
082-04-1112,Quercus lyrata
082-04-1112,Quercus michauxii
082-04-1112,Quercus phellos
082-04-1112,Saururus cernuus
082-04-1112,Smilax rotundifolia
082-04-1112,Solidago
082-04-1112,Toxicodendron radicans var. radicans
082-04-1112,Ulmus alata
082-04-1112,Ulmus americana var. americana
082-04-1112,Muscadinia rotundifolia var. rotundifolia
082-04-1112,Carex flaccosperma
082-04-1112,Swida foemina
082-07-1106,Toxicodendron radicans var. radicans
082-07-1106,Poa cuspidata
082-07-1106,Sisyrinchium angustifolium
082-07-1106,Viola
082-07-1106,Sanicula canadensis var. canadensis
082-07-1106,Carex corrugata
082-07-1106,Persicaria punctata
082-07-1106,Dichanthelium yadkinense
082-07-1106,Ranunculus abortivus
082-07-1106,Solidago
082-07-1106,Carex grayi
082-07-1106,Lobelia cardinalis var. cardinalis
082-07-1106,Nyssa aquatica
082-07-1106,Quercus lyrata
082-07-1106,Bidens frondosa
082-07-1106,Acer rubrum var. trilobum
082-07-1106,Galium tinctorium
082-07-1106,Verbesina occidentalis
082-07-1106,Pinus
082-09-1102,Scleria triglomerata
082-09-1102,Bignonia capreolata
082-09-1102,Prunus serotina var. serotina
082-09-1102,Chasmanthium latifolium
082-09-1102,Carya cordiformis
082-09-1102,Euphorbia mercurialina
082-09-1102,Houstonia purpurea
082-09-1102,Galium circaezans
082-09-1102,Quercus nigra
082-09-1102,Thyrsanthella difformis
082-09-1102,Asplenium platyneuron
082-09-1102,Parthenocissus quinquefolia
082-09-1102,Quercus rubra var. rubra
082-09-1102,Aesculus sylvatica
082-09-1102,Viola
082-09-1102,Dichanthelium dichotomum var. dichotomum
082-09-1102,Benthamidia florida
082-09-1102,Muscadinia rotundifolia var. rotundifolia
082-09-1102,Viburnum rufidulum
082-09-1102,Polystichum acrostichoides
082-09-1102,Phryma leptostachya
082-09-1102,Cercis canadensis
082-09-1102,Ulmus alata
082-09-1102,Sisyrinchium mucronatum
082-09-1102,Carex
082-09-1102,Celtis [laevigata + smallii]
082-09-1102,Fraxinus [americana + biltmoreana + smallii]
082-09-1102,Chrysogonum [repens + virginianum]
082-09-1102,Toxicodendron radicans var. radicans
082-09-1102,Juniperus virginiana
082-09-1102,Liquidambar styraciflua
082-09-1102,Morus rubra
082-09-1102,Quercus alba
082-09-1102,Sanicula smallii
082-09-1102,Ageratina altissima
082-09-1102,Passiflora lutea
082-09-1102,Lonicera japonica
082-09-1102,Hexastylis arifolia
082-09-1102,Ligustrum sinense
082-09-1102,Viola sororia
082-09-1102,Quercus muehlenbergii
082-09-1102,Vitis vulpina
082-09-1102,Danthonia spicata
082-09-1102,Carex radiata
082-09-1102,Carex cumberlandensis
082-09-1102,Chasmanthium sessiliflorum var. sessiliflorum
082-09-1102,Maianthemum racemosum
082-09-1102,Hypoxis hirsuta
082-09-1102,Geum canadense
082-09-1102,Desmodium rotundifolium
082-09-1102,Diospyros virginiana
082-09-1102,Desmodium paniculatum var. paniculatum
082-09-1102,Dichanthelium boscii
082-09-1102,Eurybia mirabilis
082-09-1102,duplicate-filter-out
089-01-1230,Dioscorea villosa
089-01-1230,Fagus grandifolia var. caroliniana
089-01-1230,Polygonatum biflorum
089-01-1230,Euonymus americanus
089-01-1230,Fraxinus [americana + biltmoreana + smallii]
089-01-1230,Toxicodendron radicans var. radicans
089-01-1230,Smilax rotundifolia
089-01-1230,Mitchella repens
089-01-1230,Liquidambar styraciflua
089-01-1230,Acer rubrum var. rubrum
089-01-1230,Bignonia capreolata
089-01-1230,Ulmus alata
089-01-1230,Parthenocissus quinquefolia
089-01-1230,Benthamidia florida
089-01-1230,Hylodesmum nudiflorum
089-01-1230,Carya tomentosa
089-01-1230,Epifagus virginiana
089-01-1230,Arisaema [pusillum + quinatum + triphyllum]
089-01-1230,Ilex opaca
089-01-1230,Oxydendrum arboreum
089-01-1230,Smilax glauca
089-01-1230,Quercus rubra var. rubra
089-01-1230,Quercus velutina
089-01-1230,Morus rubra
089-01-1230,Lonicera japonica
089-01-1230,Uvularia perfoliata
089-01-1230,Carya glabra
089-01-1230,Quercus alba
089-01-1230,Carex blanda
089-01-1230,Chimaphila maculata
089-01-1230,Viburnum prunifolium
089-01-1230,Quercus phellos
089-01-1230,Muscadinia rotundifolia var. rotundifolia
089-04-1228,Acer rubrum var. rubrum
089-04-1228,Carex {section Acrocystis}
089-04-1228,Benthamidia florida
089-04-1228,Carya tomentosa
089-04-1228,Diospyros virginiana
089-04-1228,Juniperus virginiana
089-04-1228,Oxydendrum arboreum
089-04-1228,Quercus alba
089-04-1228,Quercus rubra var. rubra
089-04-1228,Quercus montana
089-04-1228,Quercus velutina
089-04-1228,Vaccinium arboreum
089-04-1228,Vaccinium pallidum
089-04-1228,Vaccinium stamineum
089-04-1228,Muscadinia rotundifolia var. rotundifolia
089-04-1228,Pinus echinata
089-04-1228,Ipomoea
089-04-1228,Lespedeza violacea
089-04-1229,Acer rubrum var. rubrum
089-04-1229,Brachyelytrum erectum
089-04-1229,Chimaphila maculata
089-04-1229,Benthamidia florida
089-04-1229,Carpinus caroliniana
089-04-1229,Carya glabra
089-04-1229,Carex rosea
089-04-1229,Chamaelirium luteum
089-04-1229,Hylodesmum nudiflorum
089-04-1229,Dioscorea villosa
089-04-1229,Euonymus americanus
089-04-1229,Fagus grandifolia var. caroliniana
089-04-1229,Euphorbia corollata
089-04-1229,Fraxinus [americana + biltmoreana + smallii]
089-04-1229,Hamamelis virginiana var. virginiana
089-04-1229,Goodyera pubescens
089-04-1229,Houstonia purpurea
089-04-1229,Carex radiata
089-04-1229,Aureolaria virginica
089-04-1229,Ilex opaca
089-04-1229,Bignonia capreolata
089-04-1229,Carya cordiformis
089-04-1229,Lonicera sempervirens
089-04-1229,Nyssa sylvatica
089-04-1229,Mitchella repens
089-04-1229,Maianthemum racemosum
089-04-1229,Luzula
089-04-1229,Smilax bona-nox var. bona-nox
089-04-1229,Rhododendron periclymenoides
089-04-1229,Oxydendrum arboreum
089-04-1229,Parthenocissus quinquefolia
089-04-1229,Quercus velutina
089-04-1229,Polygonatum biflorum
089-04-1229,Polystichum acrostichoides
089-04-1229,Quercus alba
089-04-1229,Quercus rubra var. rubra
089-04-1229,Toxicodendron radicans var. radicans
089-04-1229,Sassafras albidum
089-04-1229,Smilax glauca
089-04-1229,Viburnum prunifolium
089-04-1229,Viburnum rafinesqueanum
089-04-1229,Muscadinia rotundifolia var. rotundifolia
089-04-1229,Vitis simpsonii
089-04-1229,Vaccinium stamineum
089-04-1229,Solidago caesia
089-04-1231,Viburnum rafinesqueanum
089-04-1231,Viburnum prunifolium
089-04-1231,Ulmus alata
089-04-1231,Muscadinia rotundifolia var. rotundifolia
089-04-1231,Vaccinium pallidum
089-04-1231,Vitis aestivalis var. aestivalis
089-04-1231,Quercus rubra var. rubra
089-04-1231,Quercus alba
089-04-1231,Polygonatum biflorum
089-04-1231,Parthenocissus quinquefolia
089-04-1231,Smilax bona-nox var. bona-nox
089-04-1231,Scleria triglomerata
089-04-1231,Cercis canadensis
089-04-1231,Fraxinus [americana + biltmoreana + smallii]
089-04-1231,Euonymus americanus
089-04-1231,Diospyros virginiana
089-04-1231,Carya glabra
089-04-1231,Crataegus
089-04-1231,Carex
089-04-1231,Brachyelytrum erectum
089-04-1231,Bignonia capreolata
089-04-1231,Euphorbia corollata
089-04-1231,Ilex decidua
089-04-1231,Carya ovata
089-04-1231,Piptochaetium avenaceum
089-04-1231,Prunus serotina var. serotina
089-04-1231,Viola
089-04-1231,Nyssa sylvatica
089-04-1231,Phryma leptostachya
089-04-1231,Quercus shumardii
089-04-1231,Vaccinium stamineum
089-06-1225,Acer rubrum var. rubrum
089-06-1225,[Desmodium + Hylodesmum]
089-06-1225,Euonymus americanus
089-06-1225,Fagus grandifolia var. caroliniana
089-06-1225,Chamaelirium luteum
089-06-1225,Hexastylis
089-06-1225,Kalmia latifolia
089-06-1225,Ilex opaca
089-06-1225,Amelanchier arborea
089-06-1225,Liquidambar styraciflua
089-06-1225,Maianthemum racemosum
089-06-1225,Nyssa sylvatica
089-06-1225,Oxydendrum arboreum
089-06-1225,Polystichum acrostichoides
089-06-1225,Quercus montana
089-06-1225,Quercus nigra
089-06-1225,Quercus alba
089-06-1225,Vaccinium pallidum
089-06-1225,Muscadinia rotundifolia var. rotundifolia
089-06-1225,Goodyera pubescens
089-06-1225,Dioscorea villosa
089-07-1225,Vaccinium pallidum
089-07-1225,Quercus velutina
089-07-1225,Quercus montana
089-07-1225,Acer rubrum var. rubrum
089-07-1225,Carya tomentosa
089-07-1225,Kalmia latifolia
089-07-1225,Oxydendrum arboreum
089-07-1225,Pinus virginiana
089-07-1225,Quercus nigra
089-07-1225,[Bryophyta + Hepaticophyta + Anthocerotophyta]
089-07-1225,Vaccinium stamineum
089-07-1225,Quercus falcata
089-07-1225,Fagus grandifolia var. caroliniana
089-07-1225,Quercus rubra var. rubra
089-07-1225,Epigaea repens
089-07-1225,Vaccinium arboreum
089-07-1226,Acer rubrum var. rubrum
089-07-1226,Quercus montana
089-07-1226,Vaccinium pallidum
089-07-1226,Nyssa sylvatica
089-07-1226,Muscadinia rotundifolia var. rotundifolia
089-07-1226,Carya tomentosa
089-07-1226,Quercus rubra var. rubra
089-07-1226,Lonicera sempervirens
089-07-1226,Diospyros virginiana
089-07-1226,Quercus nigra
089-07-1226,Oxydendrum arboreum
089-07-1226,Fagus grandifolia var. caroliniana
089-07-1226,Vaccinium stamineum
089-07-1226,Quercus alba
089-07-1226,Pinus echinata
089-07-1226,Chimaphila maculata
089-07-1226,Carya ovalis
089-07-1226,Toxicodendron radicans var. radicans
089-09-1227,Arisaema [pusillum + quinatum + triphyllum]
089-09-1227,Benthamidia florida
089-09-1227,Phegopteris hexagonoptera
089-09-1227,Asimina triloba
089-09-1227,Euonymus americanus
089-09-1227,Cercis canadensis
089-09-1227,Botrypus virginianus
089-09-1227,Galium circaezans
089-09-1227,Lindera benzoin
089-09-1227,Lonicera japonica
089-09-1227,Carya cordiformis
089-09-1227,Carya ovata
089-09-1227,Carpinus caroliniana
089-09-1227,Parthenocissus quinquefolia
089-09-1227,Polystichum acrostichoides
089-09-1227,Bignonia capreolata
089-09-1227,Brachyelytrum erectum
089-09-1227,Ulmus alata
089-09-1227,Liriodendron tulipifera var. tulipifera
089-09-1227,Prunus serotina var. serotina
089-09-1227,Lonicera sempervirens
089-09-1227,Phryma leptostachya
089-09-1227,Carex rosea
089-09-1227,Smilax glauca
089-09-1227,Vitis vulpina
089-09-1227,Viburnum rafinesqueanum
089-09-1227,Ulmus rubra
089-09-1227,Ostrya virginiana
089-09-1227,Maianthemum racemosum
089-09-1227,Fagus grandifolia var. caroliniana
